code,name,price,gender,size_list,media_list,info_long,image_big
767899C,척테일러 올스타 2V 인펀트,39000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/767899C_767899C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_2.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_3.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_4.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_5.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_6.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767899C_767899C_7.jpg?browse=']",[''],http://tcakorea.speedgabia.com/converse/SU20/767899C.jpg
767531C,척테일러 올스타 1V 인펀트,45000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/767531C_767531C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_2.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_3.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_4.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_5.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_6.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767531C_767531C_7.jpg?browse=']",[''],http://tcakorea.speedgabia.com/converse/SU20/767531C.jpg
768147C,잭퍼셀 2V 샤크 바이트 인펀트,49000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/768147C_768147C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_2.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_3.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_4.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_5.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_6.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768147C_768147C_7.jpg?browse=']","['카모에서 영감을 받은 상어프린트로 가득한 스니커즈. 상어를 좋아하는 아이들에게 추천합니다.', '*아이코닉한 스마일토 캡이 특징인 잭퍼셀', '*캔버스 소재로 되어 신고 벗기 편한 벨크로 스니커즈', '*편안한 착화감을 제공하는 오솔라이트 인솔 쿠셔닝', '*귀여운 상어 프린트', '']",http://tcakorea.speedgabia.com/converse/SU20/768147C.jpg
768146C,잭퍼셀 2V 샤크 바이트 인펀트,49000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/768146C_768146C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_2.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_3.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_4.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_5.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_6.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/768146C_768146C_7.jpg?browse=']","['카모에서 영감을 받은 상어프린트로 가득한 스니커즈. 상어를 좋아하는 아이들에게 추천합니다.', '*아이코닉한 스마일토 캡이 특징인 잭퍼셀', '*캔버스 소재로 되어 신고 벗기 편한 벨크로 스니커즈', '*편안한 착화감을 제공하는 오솔라이트 인솔 쿠셔닝', '*귀여운 상어 프린트', '']",http://tcakorea.speedgabia.com/converse/SU20/768146C.jpg
368145C,잭퍼셀 3V 샤크 바이트 키즈,55000,어린이,"['170', '180', '190', '200', '210']","['https://image.converse.co.kr/cmsstatic/product/368145C_368145C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/368145C_368145C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368145C_368145C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368145C_368145C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368145C_368145C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368145C_368145C_06.jpg?browse=']","['카모에서 영감을 받은 상어프린트로 가득한 스니커즈. 상어를 좋아하는 아이들에게 추천합니다.', '*아이코닉한 스마일토 캡이 특징인 잭퍼셀', '*캔버스 소재로 되어 신고 벗기 편한 벨크로 스니커즈', '*편안한 착화감을 제공하는 오솔라이트 인솔 쿠셔닝', '*귀여운 상어 프린트', '']",http://tcakorea.speedgabia.com/converse/SU20/368145C.jpg
368144C,잭퍼셀 3V 샤크 바이트 키즈,55000,어린이,"['170', '180', '190', '200', '210']","['https://image.converse.co.kr/cmsstatic/product/368144C_368144C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_2.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_3.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_4.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_5.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_6.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/368144C_368144C_7.jpg?browse=']","['카모에서 영감을 받은 상어프린트로 가득한 스니커즈. 상어를 좋아하는 아이들에게 추천합니다.', '*아이코닉한 스마일토 캡이 특징인 잭퍼셀', '*캔버스 소재로 되어 신고 벗기 편한 벨크로 스니커즈', '*편안한 착화감을 제공하는 오솔라이트 인솔 쿠셔닝', '*귀여운 상어 프린트', '']",http://tcakorea.speedgabia.com/converse/SU20/368144C.jpg
663635C,척테일러 올스타 수퍼플레이 마이 게임 키즈,49000,어린이,"['170', '180', '190', '200', '210']","['https://image.converse.co.kr/cmsstatic/product/663635C_663635C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/663635C_663635C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/663635C_663635C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/663635C_663635C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/663635C_663635C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/663635C_663635C_06.jpg?browse=']","['척테일러 올스타 수퍼플레이 마이 게임 키즈', '슬립온 스타일로 아이들이 신고 가볍게 뛰어놀수 있도록 가볍고 신축성이 좋은 소재의 스니커즈입니다. 편안한 착화감을 위해 소프트 EVO 인솔이 적용되어 있으며, 간편한 탈착화를 위해 신축성이 있는 슈레이스와 힐 루프가 디테일이 디자인 되었습니다.', '*간편한 탈착화를 위한 신축성이 있는 슈레이스와 힐 루프', '* 소프트 EVO 인솔']",
767338C,척테일러 올스타 수퍼플레이 시즈널 그래픽 인펀트,49000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/767338C_767338C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/767338C_767338C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767338C_767338C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767338C_767338C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767338C_767338C_05.jpg?browse=']","['척테일러 올스타 수퍼플레이 시즈널 그래픽 인펀트', '아이들이 좋아하는 색감과 별포인트로 장식되어 있으며, 신고 가볍게 뛰어놀수 있도록 가볍고 통기가 좋은 메쉬 소재의 스니커즈입니다. 편안한 착화감을 위해 소프트 오솔라이트 인솔이 적용되어 있으며, 간편한 탈착화를 위해 신축성이 있는 슈레이스와 힐 루프가 디테일이 디자인 되었습니다.', '*메쉬소재 어퍼', '*간편한 탈착화를 위한 신축성이 있는 슈레이스와 힐 루프', '*아이들을 위한 부드러운 안감', '* 오솔라이트 인솔', '']",http://tcakorea.speedgabia.com/converse/SP20/767338C.jpg
766892C,척테일러 올스타 1V 샤크 바이트 인펀트,39000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/766892C_766892C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_06.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766892C_766892C_07.jpg?browse=']","['척테일러 올스타 1V 샤크 바이트 인펀트', '카모에서 영감을 받은 상어프린트로 가득한 스니커즈.\n상어를 좋아하는 아이들에게 추천합니다.', '*캔버스 소재로 된 하이탑 스니커즈', '*편안한 착화감을 제공하는 스마트폼 쿠셔닝', '*귀여운 상어 프린트', '*아이코닉한 척테일러 패치', '']",http://tcakorea.speedgabia.com/converse/SP20/766892C.jpg
766889C,척테일러 올스타 1V 샤크 바이트 인펀트,45000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/766889C_766889C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_06.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/766889C_766889C_07.jpg?browse=']","['척테일러 올스타 1V 샤크 바이트 인펀트', '카모에서 영감을 받은 상어프린트로 가득한 스니커즈.\n상어를 좋아하는 아이들에게 추천합니다.', '*캔버스 소재로 된 하이탑 스니커즈', '*편안한 착화감을 제공하는 스마트폼 쿠셔닝', '*귀여운 상어 프린트', '*아이코닉한 척테일러 패치', '']",http://tcakorea.speedgabia.com/converse/SP20/766889C.jpg
767205C,척테일러 올스타 1V 언더워터 파티 인펀트,39000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/767205C_767205C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_06.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767205C_767205C_07.jpg?browse=']","['척테일러 올스타 1V 언더워터 파티 인펀트', '아이들이 좋아하는 인어와 바다친구들로 가득한 스니커즈.\n아이코닉한 척테일러 실루엣으로, 인어를 좋아하는 아이들에게 추천합니다.', '*캔버스 소재로 된 하이탑 스니커즈', '*간편한 탈착화를 위해 적용된 벨크로와 신축성이 있는 슈레이스', '*귀여운 인어와 바다친구들 프린트', '*편안한 착화감을 위한 스마트폼 인솔', '']",http://tcakorea.speedgabia.com/converse/SP20/767205C.jpg
767203C,척테일러 올스타 1V 언더워터 파티 인펀트,45000,유아,"['130', '140', '150', '155', '165']","['https://image.converse.co.kr/cmsstatic/product/767203C_767203C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_04.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_05.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_06.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/767203C_767203C_07.jpg?browse=']","['척테일러 올스타 1V 언더워터 파티 인펀트', '아이들이 좋아하는 인어와 바다친구들로 가득한 스니커즈.\n아이코닉한 척테일러 실루엣으로, 인어를 좋아하는 아이들에게 추천합니다.', '*캔버스 소재로 된 하이탑 스니커즈', '*간편한 탈착화를 위해 적용된 벨크로와 신축성이 있는 슈레이스', '*귀여운 인어와 바다친구들 프린트', '*편안한 착화감을 위한 스마트폼 인솔', '']",http://tcakorea.speedgabia.com/converse/SP20/767203C.jpg
866933C,척테일러 올스타 캔버스 크립스터,29000,유아,"['105', '110', '115', '120']","['https://image.converse.co.kr/cmsstatic/product/866933C_866933C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/866933C_866933C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/866933C_866933C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/866933C_866933C_04.jpg?browse=']","['척테일러 올스타 캔버스 컬러 크립스터', '첫 걸음마를 함께 내디어 줄 척테일러 올스타 크립스터.\n신발의 여밈 부분이 벨크로 타입으로 되어 있어 신고 벗기 편합니다.', '*미드탑의 캔버스 소재의 유아용 신발(0-12개월 이상)', '*여밈이 벨크로 스타일로 제작되어 신고 벗기가 용이함', '*안락한 착화감을 제공하는 폼이 덧대어진 테이원단의 안창', '']",http://tcakorea.speedgabia.com/converse/SP20/866933C.jpg
865158C,척테일러 올스타 캔버스 크립스터,29000,유아,"['105', '110', '115', '120']","['https://image.converse.co.kr/cmsstatic/product/865158C_865158C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/865158C_865158C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/865158C_865158C_03.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/865158C_865158C_04.jpg?browse=']","['척테일러 올스타 캔버스 컬러 크립스터', '첫 걸음마를 함께 내디어 줄 척테일러 올스타 크립스터.\n신발의 여밈 부분이 벨크로 타입으로 되어 있어 신고 벗기 편합니다.', '*미드탑의 캔버스 소재의 유아용 신발(0-12개월 이상)', '*여밈이 벨크로 스타일로 제작되어 신고 벗기가 용이함', '*안락한 착화감을 제공하는 폼이 덧대어진 테이원단의 안창', '']",http://tcakorea.speedgabia.com/converse/SP20/865158C.jpg
865160C,척테일러 올스타 캔버스 크립스터,29000,유니섹스,"['105', '110', '115', '120']","['https://image.converse.co.kr/cmsstatic/product/865160C_865160C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/865160C_865160C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/865160C_865160C_03.jpg?browse=']",[],https://image.converse.co.kr/cmsstatic/product/24224/CRIBSTER_PDP.jpg
865157C,척테일러 올스타 캔버스 크립스터,29000,유아,"['105', '110', '115', '120']","['https://image.converse.co.kr/cmsstatic/product/865157C_865157C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/865157C_865157C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/865157C_865157C_03.jpg?browse=']","['척테일러 올스타 캔버스 컬러 크립스터', '첫 걸음마를 함께 내디어 줄 척테일러 올스타 크립스터.\n신발의 여밈 부분이 벨크로 타입으로 되어 있어 신고 벗기 편합니다.', '*미드탑의 캔버스 소재의 유아용 신발(0-12개월 이상)', '*여밈이 벨크로 스타일로 제작되어 신고 벗기가 용이함', '*안락한 착화감을 제공하는 폼이 덧대어진 테이원단의 안창']",
865156C,척테일러 올스타 캔버스 크립스터,29000,유아,"['105', '110', '115', '120']","['https://image.converse.co.kr/cmsstatic/product/865156C_865156C_primary.jpg?gallery=', 'https://image.converse.co.kr/cmsstatic/product/865156C_865156C_02.jpg?browse=', 'https://image.converse.co.kr/cmsstatic/product/865156C_865156C_03.jpg?browse=']","['척테일러 올스타 캔버스 컬러 크립스터', '첫 걸음마를 함께 내디어 줄 척테일러 올스타 크립스터.\n신발의 여밈 부분이 벨크로 타입으로 되어 있어 신고 벗기 편합니다.', '*미드탑의 캔버스 소재의 유아용 신발(0-12개월 이상)', '*여밈이 벨크로 스타일로 제작되어 신고 벗기가 용이함', '*안락한 착화감을 제공하는 폼이 덧대어진 테이원단의 안창']",
